date,year,course,type,etape,equipe,classification,statut,rang,pts_uci,rang_gc_final,pts_uci_gc_final,rang_kom_final,pts_uci_kom_final,rang_points_final,pts_uci_points_final,selected,pts_uci_equipe_stage,pts_uci_equipe_total,pts_uci_gc,pts_uci_kom,pts_uci_points,stage_num,distance_gpx_km,denivele_pos,denivele_neg,altitude_max,altitude_min,n_cols_cat4,n_cols_cat3,n_cols_cat2,n_cols_cat1,n_cols_hc,gradient_last_1km,gradient_last_3km,gradient_last_5km,denivele_last_5km,gradient_first_50km,denivele_first_50km,cobblestones_km,unpaved_km,compacted_gravel_km,paved_km,asphalt_km,access_road_km,cycleway_km,loc_last_col_cat1,loc_last_col_cat2,loc_last_col_cat3,loc_last_col_cat4,loc_last_col_hc,off-grid_(unknown)_km,path_km,road_km,singletrack_km,state_road_km,street_km,unknown_km,leader_played,n_races_30d,km_30d,max_pts,cobblestones_last_50km,compacted_gravel_last_50km,cobblestones_last_20km,compacted_gravel_last_20km,cobblestones_last_10km,compacted_gravel_last_10km,pts_ratio,startlist_quality,avg_temperature,won_how,forme_equipe,stage_cluster,stage_cluster_label,is_team_leader
2022-03-06,2022,gp-de-la-ville-de-lillers,result,,CC Étupes,1.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,,180.34,1086.0,1105.0,93.0,23.0,0.0,0.0,0.0,0.0,0.0,0.2,0.17,-0.06,24.0,-0.05,294.0,0.0,0.0,0.0,15.8,165.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.462,12.9,0.0,0.0,0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,,-,1.0,1.0,🟢  Plat/Sprint,0
2022-03-20,2022,grand-prix-criquielion,result,,CC Étupes,1.2,FIN,91.0,0.0,,,,,,,1,0.0,0.0,0.0,0.0,0.0,,188.27,2070.0,2057.0,71.0,-10.0,7.0,0.0,0.0,0.0,0.0,0.1,0.1,0.34,108.0,-0.01,528.0,4.25,0.0,0.0,72.3,111.0,0.0,41.8,0.0,0.0,0.0,0.9228,0.0,0.0,0.0,123.0,0.0,1.87,21.2,0.0,0.0,0,0.0,40.0,1.069,0.0,0.535,0.0,0.535,0.0,0.0,10.0,,-,0.4,1.0,🟢  Plat/Sprint,0
2022-04-06,2022,circuit-des-ardennes,stage,1.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,164.11,1791.0,1788.0,361.0,169.0,6.0,0.0,0.0,0.0,0.0,1.6,0.5,0.06,87.0,-0.06,590.0,0.0,0.0,0.0,40.5,124.0,0.0,0.0,0.0,0.0,0.0,0.8996,0.0,0.0,0.0,152.0,0.0,5.13,6.46,0.0,0.0,1,188.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,9.0,Sprint of small group,0.4,1.0,🟢  Plat/Sprint,0
2022-04-07,2022,circuit-des-ardennes,stage,2.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,2.0,93.87,1555.0,1533.0,334.0,156.0,4.0,3.0,0.0,0.0,0.0,1.8,-1.43,-0.22,101.0,0.03,826.0,0.0,0.0,0.0,4.14,89.8,0.0,0.0,0.0,0.0,0.8551,0.8551,0.0,0.0,0.0,88.1,0.0,0.0,5.84,0.0,0.0,1,188.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,11.0,? km solo,0.6,2.0,⛰️  Moy. montagne,0
2022-04-09,2022,circuit-des-ardennes,stage,4.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,4.0,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1,188.27,,,,,,,,,31.0,7.0,-,,,,0
2022-04-13,2022,tour-du-loir-et-cher,stage,1.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,1.0,149.5,683.0,657.0,122.0,75.0,0.0,0.0,0.0,0.0,0.0,0.5,-0.23,0.16,54.0,0.04,171.0,0.0,0.0,0.0,4.6,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,0.0,0.868,0.0,0.0,1,188.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,14.0,Sprint of large group,0.2,1.0,🟢  Plat/Sprint,0
2022-04-14,2022,tour-du-loir-et-cher,stage,2.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,2.0,199.79,1205.0,1197.0,155.0,60.0,1.0,0.0,0.0,0.0,0.0,-0.2,-0.03,-0.02,84.0,-0.02,195.0,0.0,0.0,0.0,14.2,186.0,0.0,1.36,0.0,0.0,0.0,0.436,0.0,0.0,0.0,181.0,0.0,12.9,4.92,0.0,0.0,1,188.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,Sprint of small group,0.2,1.0,🟢  Plat/Sprint,0
2022-04-15,2022,tour-du-loir-et-cher,stage,3.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,3.0,213.99,1637.0,1656.0,250.0,55.0,2.0,0.0,0.0,0.0,0.0,-0.1,-1.1,0.0,59.0,-0.02,391.0,0.114,2.39,0.0,17.5,194.0,0.0,0.432,0.0,0.0,0.0,0.7442,0.0,0.285,2.39,204.0,0.0,0.333,6.33,0.285,0.0,1,188.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,21.0,-,0.0,1.0,🟢  Plat/Sprint,0
2022-04-16,2022,tour-du-loir-et-cher,stage,4.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,4.0,209.2,883.0,882.0,149.0,84.0,0.0,0.0,0.0,0.0,0.0,-0.3,-0.27,-0.38,62.0,-0.04,212.0,0.336,0.0,0.0,11.0,198.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0,0.0,15.4,2.83,0.0,0.0,1,188.27,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
2022-04-17,2022,tour-du-loir-et-cher,stage,5.0,CC Étupes,2.2,,,0.0,,,,,,,0,0.0,0.0,0.0,0.0,0.0,5.0,96.61,661.0,663.0,107.0,65.0,0.0,0.0,0.0,0.0,0.0,3.5,1.2,0.7,85.0,-0.07,321.0,2.2,0.0,0.0,0.0,95.4,0.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,5.25,42.5,0.0,15.3,15.3,0.3,0.0,1,188.27,7.0,0.87,0.008,0.338,0.0,0.169,0.0,0.0,15.0,21.0,Sprint of large group,0.0,1.0,🟢  Plat/Sprint,0
